date, pm25, pm10, o3, no2, so2, co
2025/11/1, 115, 18, 23, 8, 1, 2
2025/11/2, 45, 59, 23, 20, 2, 5
2025/11/3, 108, 75, 26, 24, 2, 6
2025/11/4, 142, 113, 9, 32, 2, 9
2025/11/5, 179, , , , , 
2025/10/1, 72, 48, 54, 11, 2, 3
2025/10/2, 76, 44, 37, 11, 2, 4
2025/10/3, 78, 46, 52, 11, 2, 4
2025/10/4, 88, 41, 25, 9, 2, 4
2025/10/5, 78, 19, 30, 4, 1, 2
2025/10/6, 40, 47, 36, 10, 1, 5
2025/10/7, 91, 23, 17, 7, 1, 3
2025/10/8, 46, 8, 17, 7, , 3
2025/10/9, 22, 13, 22, 6, , 3
2025/10/10, 37, 18, 17, 8, , 4
2025/10/11, 46, 35, 13, 13, 2, 6
2025/10/12, 59, 54, 25, 15, 1, 7
2025/10/13, 86, 45, 40, 17, 1, 7
2025/10/14, 86, 69, 40, 19, 2, 8
2025/10/15, 138, 62, 14, 11, 1, 8
2025/10/16, 122, 29, 20, 8, , 4
2025/10/17, 57, 14, 22, 6, , 3
2025/10/18, 31, 14, 26, 5, , 3
2025/10/19, 29, 16, 22, 5, , 2
2025/10/20, 43, 24, 23, 10, , 2
2025/10/21, 48, 48, 12, 17, 1, 5
2025/10/22, 93, 58, 24, 12, 1, 5
2025/10/23, 138, 76, 23, 19, 1, 8
2025/10/24, 161, 92, 25, 16, 1, 8
2025/10/25, 176, 23, 24, 7, 1, 3
2025/10/26, 67, 35, 24, 12, 1, 3
2025/10/27, 65, 82, 25, 19, 2, 6
2025/10/28, 144, 119, 18, 14, , 8
2025/10/29, 198, 88, 16, 15, 1, 9
2025/10/30, 178, 41, 23, 10, 1, 5
2025/10/31, 95, 45, 29, 8, 1, 4
2025/7/1, 50, 25, 71, 8, 1, 4
2025/7/2, 59, 20, 37, 6, 1, 4
2025/7/3, 60, 27, 82, 7, 1, 4
2025/7/4, 87, 26, 50, 5, 1, 2
2025/7/5, 63, 11, 71, 4, 1, 1
2025/7/6, 20, 30, 89, 9, 3, 3
2025/7/7, 52, 30, 72, 6, 1, 3
2025/7/8, 65, 40, 61, 7, 2, 5
2025/7/9, 86, 26, 35, 7, 1, 3
2025/7/10, 63, 43, 75, 7, 2, 5
2025/7/11, 97, 40, 87, 7, 2, 3
2025/7/12, 94, 13, 52, 6, 1, 1
2025/7/13, 27, 35, 90, 13, 2, 3
2025/7/14, 61, 40, 42, 9, 2, 5
2025/7/15, 77, 27, 57, 6, 1, 6
2025/7/16, 62, 10, 59, 7, 1, 2
2025/7/17, 23, 33, 106, 10, 3, 4
2025/7/18, 58, 51, 91, 9, 3, 4
2025/7/19, 97, 18, 39, 5, 2, 3
2025/7/20, 46, 24, 76, 7, 1, 2
2025/7/21, 58, 35, 99, 12, 1, 4
2025/7/22, 78, 29, 70, 7, 1, 3
2025/7/23, 71, 20, 42, 6, 1, 2
2025/7/24, 51, 22, 46, 6, 1, 3
2025/7/25, 60, 37, 45, 7, 1, 3
2025/7/26, 101, 32, 45, 9, 1, 2
2025/7/27, 70, 25, 57, 6, 1, 4
2025/7/28, 66, 7, 55, 5, , 3
2025/7/29, 19, 13, 58, 8, 1, 3
2025/7/30, 28, 33, 62, 14, 2, 4
2025/7/31, 61, 42, 106, 9, 1, 6
2025/8/1, 83, 44, 81, 9, 2, 5
2025/8/2, 96, 24, 78, 7, 1, 4
2025/8/3, 69, 30, 52, 6, 2, 6
2025/8/4, 73, 22, 67, 6, 2, 5
2025/8/5, 65, 32, 95, 8, , 5
2025/8/6, 75, 21, 67, 8, 2, 3
2025/8/7, 46, 32, 37, 9, 3, 4
2025/8/8, 74, 12, 44, 6, , 2
2025/8/9, 34, 28, 80, 9, 2, 2
2025/8/10, 43, 35, 81, 6, 2, 4
2025/8/11, 65, 40, 53, 11, 2, 5
2025/8/12, 83, 21, 61, 7, 2, 4
2025/8/13, 51, 26, 66, 12, 2, 5
2025/8/14, 51, 37, 69, 8, 2, 5
2025/8/15, 86, 18, 60, 6, 2, 4
2025/8/16, 49, 31, 61, 8, 2, 6
2025/8/17, 73, 28, 57, 6, 2, 6
2025/8/18, 72, 19, 38, 7, 1, 4
2025/8/19, 46, 21, 53, 6, 1, 7
2025/8/20, 52, 28, 37, 6, 1, 6
2025/8/21, 73, 22, 58, 9, 1, 5
2025/8/22, 43, 22, 38, 7, 1, 4
2025/8/23, 44, 14, 39, 7, 1, 5
2025/8/24, 36, 22, 63, 8, 1, 4
2025/8/25, 47, 20, 55, 7, 1, 2
2025/8/26, 40, 21, 36, 6, 1, 4
2025/8/27, 53, 14, 42, 7, 1, 4
2025/8/28, 31, 40, 39, 13, 1, 6
2025/8/29, 79, 32, 51, 8, 1, 4
2025/8/30, 67, 23, 65, 6, 1, 3
2025/8/31, 52, 20, 78, 6, 1, 3
2025/9/1, 43, 39, 73, 7, 1, 4
2025/9/2, 78, 37, 75, 6, 1, 4
2025/9/3, 82, 47, 89, 8, 1, 5
2025/9/4, 104, 41, 43, 10, 2, 4
2025/9/5, 89, 26, 48, 10, 1, 3
2025/9/6, 49, 35, 40, 10, 1, 2
2025/9/7, 49, 22, 63, 9, 1, 2
2025/9/8, 33, 51, 94, 13, 2, 5
2025/9/9, 86, 37, 62, 9, 1, 5
2025/9/10, 74, 52, 80, 10, 2, 5
2025/9/11, 103, 55, 69, 15, 2, 5
2025/9/12, 106, 46, 71, 13, 1, 5
2025/9/13, 92, 29, 40, 12, 2, 3
2025/9/14, 54, 20, 18, 11, 2, 4
2025/9/15, 30, 18, 26, 10, 1, 4
2025/9/16, 35, 16, 25, 10, 1, 2
2025/9/17, 23, 22, 37, 11, 1, 3
2025/9/18, 31, 29, 43, 13, 1, 3
2025/9/19, 48, 38, 54, 12, 1, 4
2025/9/20, 66, 44, 79, 12, 2, 5
2025/9/21, 77, 23, 42, 4, 1, 3
2025/9/22, 50, 46, 32, 12, 1, 4
2025/9/23, 80, 57, 40, 11, 1, 5
2025/9/24, 115, 41, 62, 14, 2, 6
2025/9/25, 69, 42, 71, 11, 2, 5
2025/9/26, 68, 47, 55, 12, 2, 6
2025/9/27, 90, 38, 49, 8, 2, 5
2025/9/28, 72, 35, 53, 14, 2, 4
2025/9/29, 57, 36, 71, 10, 2, 3
2025/9/30, 60, 44, 37, 15, 2, 4
2025/4/1, 70, 20, 41, 4, 2, 2
2025/4/2, 35, 58, 52, 10, 3, 3
2025/4/3, 97, 63, 41, 17, 4, 4
2025/4/4, 109, 23, 39, 4, 3, 2
2025/4/5, 30, 75, 54, 16, 5, 6
2025/4/6, 125, 58, 40, 12, 6, 6
2025/4/7, 100, 57, 51, 8, 3, 3
2025/4/8, 62, 54, 42, 9, 3, 4
2025/4/9, 87, 79, 63, 17, 3, 6
2025/4/10, 135, 112, 79, 12, 4, 5
2025/4/11, 155, 92, 33, 1, 2, 2
2025/4/12, 66, 62, 35, 1, 2, 1
2025/4/13, 65, 53, 43, 6, 3, 5
2025/4/14, 85, 50, 47, 18, 3, 6
2025/4/15, 76, 89, 75, 16, 6, 9
2025/4/16, 144, 54, 49, 7, 3, 7
2025/4/17, 98, 23, 30, 8, 3, 5
2025/4/18, 39, 39, 48, 6, 3, 5
2025/4/19, 97, 66, 72, 13, 4, 6
2025/4/20, 135, 72, 22, 20, 4, 9
2025/4/21, 147, 18, 43, 4, 1, 1
2025/4/22, 29, 51, 43, 11, 1, 2
2025/4/23, 64, 28, 40, 3, , 1
2025/4/24, 24, 55, 56, 14, 2, 3
2025/4/25, 67, 92, 78, 22, 4, 6
2025/4/26, 146, 23, 41, 3, 1, 1
2025/4/27, 29, 60, 53, 12, 1, 4
2025/4/28, 69, 57, 59, 14, 3, 5
2025/4/29, 78, 47, 42, 12, 1, 2
2025/4/30, 55, 31, 45, 5, 1, 2
2025/5/1, 42, 43, 35, 8, 2, 5
2025/5/2, 63, 20, 41, 3, 1, 2
2025/5/3, 35, 49, 67, 7, 1, 3
2025/5/4, 68, 50, 43, 7, 1, 4
2025/5/5, 99, 23, 47, 4, 1, 3
2025/5/6, 44, 96, 65, 8, 2, 5
2025/5/7, 111, 97, 75, 14, 2, 6
2025/5/8, 149, 34, 33, 6, 1, 6
2025/5/9, 62, 39, 48, 5, 2, 3
2025/5/10, 88, 55, 74, 15, 1, 4
2025/5/11, 114, 75, 112, 20, 2, 6
2025/5/12, 146, 75, 119, 13, 2, 6
2025/5/13, 123, 32, 41, 6, , 3
2025/5/14, 49, 44, 71, 5, 1, 4
2025/5/15, 69, 63, 104, 13, 2, 5
2025/5/16, 113, 56, 38, 2, , 2
2025/5/17, 45, 43, 46, 13, 1, 3
2025/5/18, 66, 48, 106, 15, 1, 4
2025/5/19, 81, 94, 129, 18, 4, 9
2025/5/20, 146, 71, 90, 7, 2, 6
2025/5/21, 117, 62, 36, 10, 2, 4
2025/5/22, 116, 38, 38, 8, 1, 3
2025/5/23, 97, 35, 47, 10, 1, 3
2025/5/24, 75, 54, 87, 11, 4, 4
2025/5/25, 86, 58, 101, 16, 2, 5
2025/5/26, 108, 42, 108, 16, 1, 3
2025/5/27, 72, 52, 107, 16, 1, 3
2025/5/28, 92, 60, 116, 13, 3, 6
2025/5/29, 117, 64, 102, 13, 2, 4
2025/5/30, 110, 65, 54, 20, 2, 6
2025/5/31, 124, 51, 73, 11, 2, 7
2025/6/1, 119, 17, 45, 8, 1, 2
2025/6/2, 48, 10, 41, 6, 1, 1
2025/6/3, 26, 18, 59, 7, 1, 3
2025/6/4, 27, 52, 132, 10, 2, 4
2025/6/5, 70, 33, 67, 5, 1, 3
2025/6/6, 58, 25, 73, 4, 1, 2
2025/6/7, 47, 46, 106, 8, 2, 3
2025/6/8, 77, 44, 73, 8, 2, 4
2025/6/9, 81, 25, 59, 7, 1, 2
2025/6/10, 50, 53, 108, 13, 2, 3
2025/6/11, 75, 72, 119, 10, 2, 3
2025/6/12, 99, 61, 128, 10, 4, 2
2025/6/13, 78, 36, 53, 7, 2, 4
2025/6/14, 78, 11, 39, 3, 1, 2
2025/6/15, 31, 13, 46, 6, 1, 2
2025/6/16, 29, 37, 120, 12, 1, 3
2025/6/17, 66, 60, 148, 12, 4, 7
2025/6/18, 99, 32, 87, 11, 1, 2
2025/6/19, 63, 25, 50, 9, 1, 2
2025/6/20, 62, 17, 60, 11, 1, 1
2025/6/21, 25, 31, 95, 15, 1, 1
2025/6/22, 45, 49, 144, 16, 2, 3
2025/6/23, 80, 54, 134, 13, 1, 3
2025/6/24, 95, 56, 152, 11, 5, 6
2025/6/25, 98, 55, 115, 12, 4, 5
2025/6/26, 88, 53, 66, 10, 1, 4
2025/6/27, 106, 38, 95, 6, 1, 5
2025/6/28, 80, 41, 88, 5, 1, 5
2025/6/29, 100, 33, 94, 7, 1, 4
2025/6/30, 76, 26, 61, 5, 1, 3
2025/1/1, 72, 16, 24, 6, , 1
2025/1/2, 30, 36, 19, 12, , 1
2025/1/3, 55, 52, 9, 26, 1, 3
2025/1/4, 97, 43, 27, 14, 1, 3
2025/1/5, 68, 15, 23, 5, , 1
2025/1/6, 27, 11, 23, 2, , 1
2025/1/7, 15, 15, 26, 1, , 1
2025/1/8, 24, 15, 25, 4, , 1
2025/1/9, 33, 17, 21, 9, , 2
2025/1/10, 44, 29, 17, 13, 1, 3
2025/1/11, 61, 31, 23, 6, 1, 2
2025/1/12, 56, 50, 20, 18, 1, 4
2025/1/13, 90, 21, 23, 3, , 2
2025/1/14, 35, 26, 17, 7, , 2
2025/1/15, 48, 43, 23, 9, 1, 3
2025/1/16, 67, 63, 12, 22, 2, 6
2025/1/17, 106, 73, 10, 27, 3, 8
2025/1/18, 142, 34, 27, 12, 1, 4
2025/1/19, 65, 52, 13, 22, 2, 5
2025/1/20, 100, 38, 25, 15, 2, 4
2025/1/21, 80, 53, 19, 17, 3, 6
2025/1/22, 107, 62, 18, 18, 2, 7
2025/1/23, 138, 82, 26, 18, 4, 11
2025/1/24, 166, 88, 24, 16, 3, 11
2025/1/25, 174, 94, 28, 3, 1, 4
2025/1/26, 92, 22, 27, , , 2
2025/1/27, 23, 19, 26, 2, , 3
2025/1/28, 46, 71, 20, 7, 3, 5
2025/1/29, 162, 47, 20, 5, 2, 7
2025/1/30, 114, 58, 20, 6, 2, 7
2025/1/31, 135, 61, 21, 7, 2, 9
2025/2/1, 148, 37, 30, 4, 1, 7
2025/2/2, 88, 10, 30, , , 
2025/2/3, 18, 15, 29, 1, , 3
2025/2/4, 31, 20, 29, 2, , 3
2025/2/5, 41, 57, 28, 2, , 4
2025/2/6, 47, 25, 28, , , 4
2025/2/7, 29, 15, 29, 1, , 5
2025/2/8, 30, 18, 24, 5, , 5
2025/2/9, 44, 60, 19, 22, 2, 8
2025/2/10, 116, 94, 16, 30, 5, 9
2025/2/11, 177, 20, 27, 3, 1, 1
2025/2/12, 26, 70, 24, 16, 3, 3
2025/2/13, 130, 56, 26, 18, 2, 4
2025/2/14, 103, 83, 32, 16, 2, 4
2025/2/15, 124, 27, 28, 4, 1, 1
2025/2/16, 43, 18, 27, 3, , 1
2025/2/17, 36, 31, 31, 11, 1, 3
2025/2/18, 63, 18, 30, 7, 1, 2
2025/2/19, 40, 15, 31, 5, 1, 2
2025/2/20, 32, 16, 29, 4, 1, 1
2025/2/21, 40, 15, 32, 2, 1, 1
2025/2/22, 31, 19, 33, 3, , 2
2025/2/23, 44, 45, 29, 15, 2, 5
2025/2/24, 82, 42, 36, 14, 2, 4
2025/2/25, 71, 51, 28, 20, 3, 5
2025/2/26, 86, 90, 37, 32, 5, 10
2025/2/27, 159, 102, 45, 37, 4, 11
2025/2/28, 178, 143, 48, 29, 5, 16
2025/3/1, 240, 56, 34, 6, 2, 7
2025/3/2, 114, 29, 33, 11, 2, 5
2025/3/3, 54, 44, 34, 7, 2, 1
2025/3/4, 74, 64, 32, 16, 3, 5
2025/3/5, 139, 15, 36, 6, 1, 1
2025/3/6, 39, 66, 37, 16, 2, 4
2025/3/7, 143, 78, 48, 15, 2, 6
2025/3/8, 167, 97, 55, 17, 3, 7
2025/3/9, 185, 94, 53, 11, 3, 7
2025/3/10, 180, 128, 28, 26, 3, 10
2025/3/11, 217, 52, 37, 7, 1, 3
2025/3/12, 60, 107, 34, 23, 4, 6
2025/3/13, 139, 63, 34, 10, 4, 6
2025/3/14, 88, 48, 31, 8, 3, 5
2025/3/15, 92, 17, 37, 8, 1, 2
2025/3/16, 45, 27, 38, 10, 1, 2
2025/3/17, 47, 34, 35, 7, 1, 3
2025/3/18, 59, 38, 41, 15, 2, 4
2025/3/19, 65, 28, 39, 14, 1, 5
2025/3/20, 45, 25, 42, 7, 2, 3
2025/3/21, 44, 44, 42, 5, 2, 2
2025/3/22, 63, 104, 45, 7, 2, 3
2025/3/23, 117, 78, 41, 6, 2, 2
2025/3/24, 73, 51, 37, 7, 2, 2
2025/3/25, 44, 75, 40, 8, 2, 3
2025/3/26, 102, 47, 35, 2, 1, 
2025/3/27, 52, 25, 33, 3, 1, 1
2025/3/28, 50, 20, 36, 1, 1, 2
2025/3/29, 27, 42, 38, 11, 2, 3
2025/3/30, 66, 65, 39, 18, 3, 4
2025/3/31, 119, 41, 40, 12, 3, 3
2024/10/1, 17, 13, 28, 8, , 3
2024/10/2, 26, 30, 39, 10, 1, 4
2024/10/3, 56, 61, 56, 15, 2, 5
2024/10/4, 119, 75, 66, 17, 1, 6
2024/10/5, 153, 73, 30, 22, 2, 7
2024/10/6, 152, 24, 29, 7, , 4
2024/10/7, 54, 27, 34, 12, , 4
2024/10/8, 54, 78, 18, 28, 1, 7
2024/10/9, 140, 16, 29, 8, , 3
2024/10/10, 34, 58, 29, 22, 1, 6
2024/10/11, 93, 82, 53, 21, 3, 8
2024/10/12, 148, 96, 26, 16, 2, 14
2024/10/13, 175, 102, 38, 20, 1, 13
2024/10/14, 186, 38, 27, 9, , 6
2024/10/15, 86, 46, 22, 14, 2, 5
2024/10/16, 69, 57, 18, 19, 2, 7
2024/10/17, 93, 34, 26, 10, 1, 5
2024/10/18, 80, 11, 23, 5, , 1
2024/10/19, 25, 34, 17, 13, 1, 4
2024/10/20, 57, 51, 17, 13, , 4
2024/10/21, 110, 25, 25, 11, , 2
2024/10/22, 58, 46, 18, 23, 1, 4
2024/10/23, 82, 66, 27, 26, 1, 6
2024/10/24, 126, 116, 38, 33, 2, 9
2024/10/25, 195, 142, 21, 32, 1, 11
2024/10/26, 237, 18, 24, 9, , 2
2024/10/27, 41, 43, 28, 17, 1, 3
2024/10/28, 79, 86, 28, 19, 1, 6
2024/10/29, 162, 95, 25, 25, 3, 9
2024/10/30, 172, 94, 16, 24, 1, 8
2024/10/31, 171, 102, 35, 18, 1, 8
2024/11/1, 185, 100, 13, 22, 1, 10
2024/11/2, 190, 46, 31, 8, , 5
2024/11/3, 134, 14, 18, 6, , 1
2024/11/4, 47, 40, 15, 19, 2, 4
2024/11/5, 65, 57, 13, 25, 3, 6
2024/11/6, 105, 95, 9, 33, 4, 10
2024/11/7, 159, 109, 19, 36, 3, 11
2024/11/8, 181, 112, 21, 33, 3, 10
2024/11/9, 186, 90, 29, 19, 2, 6
2024/11/10, 163, 68, 7, 21, 2, 8
2024/11/11, 148, 79, 19, 17, 1, 8
2024/11/12, 157, 63, 9, 20, 1, 9
2024/11/13, 125, 42, 18, 18, 1, 8
2024/11/14, 117, 63, 9, 25, 1, 10
2024/11/15, 145, 36, 26, 10, , 7
2024/11/16, 61, 29, 25, 7, , 2
2024/11/17, 34, 42, 12, 15, 1, 4
2024/11/18, 62, 56, 9, 20, 2, 7
2024/11/19, 101, 69, 15, 22, 1, 8
2024/11/20, 141, 21, 25, 14, , 4
2024/11/21, 42, 28, 18, 20, 1, 6
2024/11/22, 45, 49, 17, 14, 2, 6
2024/11/23, 90, 75, 5, 25, 3, 9
2024/11/24, 147, 35, 26, 10, , 5
2024/11/25, 83, 10, 23, 2, 1, 1
2024/11/26, 15, 16, 23, 3, , 
2024/11/27, 19, 20, 22, 5, , 2
2024/11/28, 31, 29, 25, 17, , 3
2024/11/29, 48, 44, 14, 26, 1, 7
2024/11/30, 76, 55, 23, 21, 2, 6
2024/12/1, 102, 13, 24, 4, 1, 1
2024/12/2, 26, 36, 23, 15, , 2
2024/12/3, 57, 32, 25, 16, 1, 3
2024/12/4, 59, 17, 24, 5, , 1
2024/12/5, 33, 23, 22, 13, , 4
2024/12/6, 45, 16, 24, 5, , 2
2024/12/7, 32, 27, 20, 13, , 3
2024/12/8, 46, 44, 11, 24, 1, 6
2024/12/9, 79, 31, 20, 18, 1, 4
2024/12/10, 63, 33, 17, 12, 1, 4
2024/12/11, 67, 64, 3, 23, 2, 9
2024/12/12, 125, 28, 21, 4, , 4
2024/12/13, 45, 24, 25, 5, , 3
2024/12/14, 38, 31, 22, 8, , 2
2024/12/15, 47, 32, 22, 13, , 4
2024/12/16, 56, 17, 26, 4, , 4
2024/12/17, 32, 15, 26, 4, , 5
2024/12/18, 33, 40, 12, 18, , 7
2024/12/19, 78, 37, 24, 12, 1, 8
2024/12/20, 69, 18, 24, 2, , 5
2024/12/21, 30, 24, 19, 10, , 7
2024/12/22, 50, 37, 20, 18, , 8
2024/12/23, 73, 66, 5, 30, 5, 10
2024/12/24, 127, 62, 25, 18, 1, 6
2024/12/25, 101, 25, 22, 7, , 1
2024/12/26, 45, 19, 23, 3, , 1
2024/12/27, 29, 38, 23, 9, , 1
2024/12/28, 49, 61, 6, 29, 1, 4
2024/12/29, 101, , , , , 
2024/7/1, 60, 30, 39, 7, 1, 5
2024/7/2, 81, 32, 66, 6, 1, 6
2024/7/3, 82, 56, 86, 10, 2, 7
2024/7/4, 131, 74, 35, 8, 2, 6
2024/7/5, 167, 27, 80, 6, 1, 3
2024/7/6, 70, 32, 94, 8, 2, 4
2024/7/7, 68, 30, 59, 6, 1, 4
2024/7/8, 74, 56, 98, 11, 1, 6
2024/7/9, 137, 60, 107, 10, 1, 6
2024/7/10, 141, 68, 115, 12, 2, 6
2024/7/11, 147, 41, 58, 11, 2, 4
2024/7/12, 96, 42, 65, 7, 1, 6
2024/7/13, 112, 63, 71, 8, 1, 9
2024/7/14, 155, 51, 63, 7, 1, 6
2024/7/15, 122, 32, 65, 6, 1, 5
2024/7/16, 87, 15, 60, 10, , 3
2024/7/17, 36, 26, 60, 10, 2, 2
2024/7/18, 47, 48, 108, 12, 2, 5
2024/7/19, 75, 31, 101, 8, 2, 2
2024/7/20, 62, 49, 71, 5, 2, 4
2024/7/21, 97, 29, 74, 6, 1, 4
2024/7/22, 66, 53, 81, 8, , 6
2024/7/23, 115, 37, 72, 5, , 4
2024/7/24, 73, 19, 40, 5, , 5
2024/7/25, 55, 18, 60, 6, , 5
2024/7/26, 55, 26, 57, 5, , 6
2024/7/27, 71, 26, 68, 5, , 5
2024/7/28, 59, 39, 64, 6, , 4
2024/7/29, 70, 13, 27, 7, , 6
2024/7/30, 32, 21, 59, 5, , 7
2024/7/31, 67, 17, 73, 7, , 7
2024/8/1, 44, 35, 58, 12, , 7
2024/8/2, 71, 31, 53, 8, , 8
2024/8/3, 79, 23, 64, 5, , 6
2024/8/4, 67, 13, 76, 5, 1, 5
2024/8/5, 37, 37, 92, 12, , 5
2024/8/6, 71, 42, 52, 10, , 6
2024/8/7, 94, 29, 88, 14, , 5
2024/8/8, 61, 46, 49, 9, , 8
2024/8/9, 103, 26, 53, 7, , 6
2024/8/10, 35, 20, 46, 10, , 5
2024/8/11, 39, 7, 29, 5, , 4
2024/8/12, 15, 15, 30, 5, 1, 5
2024/8/13, 35, 24, 63, 7, 1, 5
2024/8/14, 53, 44, 44, 12, 1, 8
2024/8/15, 94, 44, 45, 16, 1, 9
2024/8/16, 104, 34, 70, 7, , 8
2024/8/17, 88, 22, 59, 5, , 7
2024/8/18, 66, 21, 50, 6, 1, 7
2024/8/19, 60, 13, 39, 7, 1, 6
2024/8/20, 38, 13, 59, 6, , 6
2024/8/21, 37, 21, 50, 8, 1, 6
2024/8/22, 45, 49, 82, 11, 1, 9
2024/8/23, 88, 23, 83, 8, 1, 8
2024/8/24, 45, 32, 61, 9, , 4
2024/8/25, 60, 16, 39, 5, 1, 5
2024/8/26, 35, 14, 43, 6, 1, 2
2024/8/27, 39, 27, 75, 8, 1, 3
2024/8/28, 57, 38, 84, 11, 1, 3
2024/8/29, 72, 47, 108, 10, 1, 4
2024/8/30, 97, 46, 68, 8, 1, 5
2024/8/31, 97, 24, 32, 8, 1, 2
2024/9/1, 46, 11, 43, 4, 1, 2
2024/9/2, 24, 32, 47, 10, 1, 4
2024/9/3, 56, 58, 36, 10, 2, 6
2024/9/4, 119, 18, 32, 7, 1, 3
2024/9/5, 51, 24, 69, 13, 1, 4
2024/9/6, 48, 23, 31, 9, 1, 4
2024/9/7, 62, 30, 27, 11, 1, 5
2024/9/8, 71, 58, 19, 14, 1, 10
2024/9/9, 147, 12, 24, 6, 1, 4
2024/9/10, 30, 22, 28, 11, 1, 4
2024/9/11, 36, 23, 47, 10, 2, 4
2024/9/12, 38, 31, 63, 12, 2, 5
2024/9/13, 52, 20, 32, 4, 1, 3
2024/9/14, 34, 28, 48, 10, 3, 5
2024/9/15, 51, 42, 52, 12, 2, 5
2024/9/16, 68, 25, 55, 6, 2, 4
2024/9/17, 53, 38, 52, 7, 3, 6
2024/9/18, 70, 44, 74, 8, 2, 6
2024/9/19, 87, 43, 20, 8, 2, 6
2024/9/20, 87, 7, 32, 4, 2, 2
2024/9/21, 15, 12, 32, 9, 2, 2
2024/9/22, 25, 36, 48, 13, 2, 4
2024/9/23, 61, 56, 83, 17, 2, 6
2024/9/24, 101, 40, 32, 9, 1, 5
2024/9/25, 90, 36, 38, 14, 1, 6
2024/9/26, 72, 45, 32, 14, 1, 6
2024/9/27, 80, 55, 23, 17, 2, 8
2024/9/28, 105, 62, 51, 11, 1, 8
2024/9/29, 136, 10, 21, 5, , 4
2024/9/30, 23, 9, 25, 3, , 1
2024/4/1, 121, 84, 54, 13, 2, 4
2024/4/2, 132, 71, 48, 11, 1, 4
2024/4/3, 126, 68, 34, 14, 2, 2
2024/4/4, 118, 67, 48, 13, 1, 2
2024/4/5, 116, 86, 55, 16, 1, 2
2024/4/6, 149, 41, 39, 11, , 1
2024/4/7, 57, 89, 38, 14, 2, 4
2024/4/8, 102, 62, 34, 9, 1, 4
2024/4/9, 83, 62, 14, 21, 1, 5
2024/4/10, 122, 88, 58, 20, 1, 7
2024/4/11, 169, 119, 55, 26, 1, 9
2024/4/12, 199, 74, 57, 10, 1, 6
2024/4/13, 140, 59, 25, 13, 1, 6
2024/4/14, 117, 93, 32, 4, , 4
2024/4/15, 91, 57, 42, 11, , 2
2024/4/16, 63, 96, 78, 20, 1, 5
2024/4/17, 140, 94, 81, 18, 2, 6
2024/4/18, 134, 65, 31, 11, 3, 6
2024/4/19, 68, 49, 42, 9, 1, 3
2024/4/20, 64, 86, 85, 15, 3, 7
2024/4/21, 140, 83, 65, 15, 2, 7
2024/4/22, 156, 17, 28, 7, , 3
2024/4/23, 35, 57, 60, 15, 1, 5
2024/4/24, 77, 103, 86, 20, 2, 6
2024/4/25, 150, 132, 61, 24, 2, 7
2024/4/26, 167, 88, 42, 16, 2, 9
2024/4/27, 141, 27, 26, 8, , 3
2024/4/28, 45, 26, 20, 8, , 4
2024/4/29, 62, 26, 37, 10, , 5
2024/4/30, 52, 47, 45, 12, , 3
2024/5/1, 53, 68, 75, 12, 1, 5
2024/5/2, 94, 67, 74, 9, 1, 5
2024/5/3, 99, 77, 50, 19, 2, 7
2024/5/4, 142, 81, 47, 11, 1, 7
2024/5/5, 155, 61, 62, 11, 1, 4
2024/5/6, 108, 58, 58, 17, , 3
2024/5/7, 89, 73, 87, 14, 1, 5
2024/5/8, 107, 75, 102, 12, 2, 5
2024/5/9, 107, 109, 59, 11, 1, 5
2024/5/10, 116, 158, 36, 3, , 2
2024/5/11, 93, 39, 46, 9, , 3
2024/5/12, 55, 57, 79, 13, 1, 2
2024/5/13, 73, 65, 41, 8, , 2
2024/5/14, 82, 28, 45, 5, , 1
2024/5/15, 30, 61, 80, 14, 1, 3
2024/5/16, 76, 73, 112, 17, 2, 5
2024/5/17, 107, 79, 87, 11, 3, 8
2024/5/18, 142, 54, 59, 8, 1, 7
2024/5/19, 108, 26, 63, 6, 1, 3
2024/5/20, 52, 41, 85, 11, 2, 2
2024/5/21, 67, 70, , 14, 1, 4
2024/5/22, 139, 63, 56, 10, 1, 4
2024/5/23, 112, 36, 28, 9, 1, 3
2024/5/24, 55, 24, 26, 10, , 4
2024/5/25, 62, 18, 33, 7, , 3
2024/5/26, 44, 35, 63, 11, , 1
2024/5/27, 57, 53, 103, 15, 1, 3
2024/5/28, 91, 64, 102, 10, 2, 3
2024/5/29, 88, 40, 62, 12, 1, 2
2024/5/30, 63, 12, 46, 5, , 1
2024/5/31, 22, 32, 68, 11, 1, 2
2024/6/1, 52, 41, 73, 14, 2, 3
2024/6/2, 68, 50, 101, 16, 1, 4
2024/6/3, 84, 52, 104, 12, 3, 6
2024/6/4, 98, 59, 85, 15, 3, 6
2024/6/5, 101, 63, 100, 13, 2, 6
2024/6/6, 108, 50, 47, 10, 1, 4
2024/6/7, 87, 46, 113, 10, , 5
2024/6/8, 104, 38, 91, 10, 1, 3
2024/6/9, 81, 45, 102, 9, 2, 5
2024/6/10, 93, 38, 123, 17, 2, 3
2024/6/11, 59, 52, 135, 16, 2, 3
2024/6/12, 71, 54, 124, 12, 2, 5
2024/6/13, 90, 28, 77, 8, 1, 4
2024/6/14, 61, 30, 52, 10, 1, 3
2024/6/15, 62, 47, 92, 11, 2, 5
2024/6/16, 80, 61, 111, 9, 2, 5
2024/6/17, 104, 61, 125, 10, 2, 4
